id,class,literaryGenre,genre,label,subject,author,publisher
627,cd-212c-4d9e-9205-e709e0b7acc4,,,The Childhood of Jesus,Novels by J. M. Coetzee,John Maxwell Coetzee,Jonathan Cape
628,ad9132-d931-4ca4-91fd-5ab75cd3c880,Short story collection,,La lunga vallata,California in fiction History of Monterey County  California,John Steinbeck,Viking Press
629,ef5a22-b6e2-4774-ba71-6e79a2d4ef07,,Romanzo,The World Set Free,1914 novels British science fiction novels Macmillan Publishers books World War I novels,H. G. Wells,Macmillan Publishers
630,ecb3-a031-44fd-bb01-ab248279b98d,Fantascienza,,The Fountains of Paradise,22nd century in fiction Novels by Arthur C. Clarke Novels set in Sri Lanka Victor Gollancz books,Arthur C. Clarke,Harcourt (publisher) Victor Gollancz
631,a59e5d-50be-47cc-b4da-c2c5a236f4c0,Fantascienza,Fantascienza,Of Time and Stars,Short story collections by Arthur C. Clarke,,Victor Gollancz Ltd
632,a7f87d-86e5-4155-8ce8-474c3aae1497,,Fantascienza,A noi vivi,1938 novels 2080s in fiction Novels by Robert A. Heinlein Novels published posthumously Social Credit Utopian novels World War II alternate histories,Robert Anson Heinlein,Charles Scribner's Sons
633,af8d0d-0917-4083-98c8-897faaee40c0,,,Allan's Wife & Other Tales,1880s fantasy novels 1889 short story collections British fantasy novels British novels Fantasy short story collections H. Rider Haggard,Henry Rider Haggard,Spencer_Blackett
634,b1a192-acd9-47d3-b0a4-7f0694734083,Letteratura gialla,Letteratura gialla,L'uomo vestito di marrone,Novels by Agatha Christie Novels first published in serial form The Bodley Head books,Agatha Christie,The Bodley Head
635,ef9614-064d-4ad9-a19b-957ed9a5c57b,,Fiction,Le ultime 5 ore,2010 novels,Douglas Coupland,House of Anansi Press
636,fc44d6-7fb8-49a1-bbdb-271a97f47697,Science fantasy,,Carson of Venus,American fantasy novels American science fiction novels Novels first published in serial form Venus novels by Edgar Rice Burroughs Works originally published in Argosy (magazine),Edgar Rice Burroughs,
637,f2d0-c20b-4804-8a9f-e93523fbc538,Letteratura dell'orrore Romanzo gotico,,Scelti dalle tenebre,1985 novels Alfred A. Knopf books American LGBT novels Innovation Publishing titles LGBT speculative fiction novels Novels by Anne Rice The Vampire Chronicles,,
638,f-957c-44b0-a141-3cf9ab484680,Letteratura gialla,,Avversario segreto,1919 in fiction 1922 novels Mystery! Novels by Agatha Christie Novels first published in serial form The Bodley Head books,,The Bodley Head
639,dd9971-191a-433c-b8b5-9113a587a276,Rivista,Rivista,The Daily News (UK),Charles Dickens Publications established in 1846,Charles Dickens,
640,e810c1-9675-4cbc-ae57-f4479f244d2b,,Novel,Arrowsmith (novel),Novels by Sinclair Lewis Novels set in New York Novels set in North Dakota Novels set in Vermont Novels set in the Caribbean Pulitzer Prize for the Novel winning works,,Harcourt (publisher)
641,e88da-574a-4de9-a1a8-edd2651f68ab,,Letteratura gialla,Tragedia in tre atti,Hercule Poirot novels Novels first published in serial form Works originally published in The Saturday Evening Post,Agatha Christie,
642,cdf9-0bcc-4d6f-875c-941620c1dd19,Autobiographical novel War novel,Autobiographical novel War novel,L'impero del sole (romanzo),Autobiographical novels British novels adapted into films Shanghai in literature Victor Gollancz books World War II novels,James Graham Ballard,
643,c970-20ae-4e99-9ffd-6a9bec44419f,Fantascienza,Fantascienza,House Atreides,American fantasy novels Novels by Brian Herbert Novels by Kevin J. Anderson,Brian Herbert Kevin J. Anderson,
644,f9-57d8-4a3a-b77a-0fc85b624897,Letteratura gialla,Letteratura gialla,Miss Marple,1952 novels Miss Marple novels Works originally published in Cosmopolitan (magazine),,Dodd  Mead and Company
645,a42-c9ef-4265-ab71-d16136cc1654,Letteratura gialla,Letteratura gialla,La domatrice,1938 novels British novels adapted into films Novels first published in serial form Novels set in Israel Novels set in Jordan,,Collins Crime Club
646,eb9ea0-912f-4003-bc35-882dd6eb2c27,Fantascienza,Fantascienza,Exultant (novel),British science fiction novels Novels by Stephen Baxter,Stephen Baxter,Victor Gollancz Ltd
647,f73cdb-a022-4229-8611-942ee0c19628,,Biografia,Emeka,1982 books Works by Frederick Forsyth,Frederick Forsyth,
648,a1795-671f-4964-af3e-1eb9b7e995a2,Novella,Novella,A London Life,1888 short stories Works originally published in Scribner's Magazine,Henry James,
649,b1-439d-9616-5afddc396e4a,Letteratura gialla,Letteratura gialla,Prega detective,American crime novels,James Ellroy,Avon (publishers)
650,eaa6f7-56c9-4a1e-90d6-7da4aff1ee42,Letteratura gialla Romanzo,Letteratura gialla Romanzo,White Jazz,1990s drama films 1992 novels American crime novels Fictional portrayals of the Los Angeles Police Department Hollywood novels Novels set in California,James Ellroy,Alfred A. Knopf
651,d2e-4e99-91c1-e19d7e040c96,Comic novel Fantascienza,Comic novel,Colony (Rob Grant novel),British comedy novels Comic science fiction novels Viking Press books,Rob Grant,
652,e5b9-4385-abe5-f8b5c20ae145,,Fantascienza Racconto,The Philip K. Dick Reader,1997 short story collections,Philip K. Dick,
653,ba5c5-c187-4e8d-8773-8a7cdfe31465,Fantascienza,Fantascienza,Anti-Ice,British steampunk novels Fictional materials Fictional power sources Moon in fiction Novels by Stephen Baxter,,
654,a369c01-137f-4efa-b269-63b964abceaa,,Fantascienza Racconto,The Eye of the Sibyl (collection),1992 short story collections Short story collections by Philip K. Dick,,
655,a70951c-cf93-4b2f-ba7a-652c5a11281c,Fiction,Social criticism,Master Humphrey's Clock,Publications disestablished in 1841 Publications established in 1840 Works by Charles Dickens,,Chapman & Hall
656,a843af5-bb34-4c0c-b1e5-f7a1b3e11416,,,Le avventure del capitano Hatteras,1861 in fiction Arctic in fiction Novels by Jules Verne,Jules Verne,Pierre-Jules Hetzel
657,a93cea9-d629-4815-8ac6-05f437178ead,,Romanzo,FiorirÍ_ l'aspidistra,1936 novels Novels about writers Novels by George Orwell Novels set in London,,
658,aaf5286-d82a-4556-84d0-eb683bd61936,,,A Mouthful of Air,Hutchinson books Linguistics books,,Hutchinson (casa editrice) William Morrow and Company
659,addbb92-88f1-454a-979d-5ae28a002680,Sports_fiction Thriller (genere),Thriller (genere),Blockade Billy,1957 in fiction Novellas Novels by Stephen King,Stephen King,
660,b1cfb38-43de-4b2c-ab71-92b53a0fcf8a,Fantascienza,Fantascienza,La luce morente,Dying Earth subgenre Novels by George R. R. Martin,George R. R. Martin,
661,b202f84-4f0b-4cb9-861b-267fdd2652f7,,Romanzo,Confessioni di un artista di merda,1975 novels American novels adapted into films Novels by Philip K. Dick Novels set in California,Philip K. Dick,
662,b4ba11d-a7e5-4345-8920-da84011fa11d,,,Memories of the Space Age,1988 short story collections Short story collections by J. G. Ballard,James Graham Ballard,Arkham House
663,b5b5632-cf05-4fbb-9014-040d0579d8a1,,Historical fiction,I ribelli del Bounty,1879 short stories Mutiny on the Bounty media,Jules Verne,
664,b5e1023-9474-44a2-8e66-0898fc84ea05,Letteratura gialla,Letteratura gialla,La casa dei sogni,1997 short story collections HarperCollins books Hercule Poirot short story collections,,
665,b6d0b71-440b-4c3b-b376-daa4375c9b44,Fantasy literature,Fantasy literature,She and Allan,1921 novels Lost world novels Novels by H. Rider Haggard Novels set in Colonial Africa Novels set in South Africa,Henry Rider Haggard,
666,b8e2c14-f088-4d39-8e37-cb6a35ce1bf8,,,Terry (book),2005 books Books by Douglas Coupland,Douglas Coupland,Douglas & McIntyre
667,b9b03ea-7919-4617-a6b5-0025126232e4,,Fantascienza,Il mondo che Jones creÍ_,1950s science fiction novels American science fiction novels Novels by Philip K. Dick,Philip K. Dick,Ace Books
668,b9c54eb-d119-4773-b580-09f2ba49f452,Romanzo,Romanzo,Visioni di Gerard,1963 novels Lowell  Massachusetts Novels set in Massachusetts,,
669,bbeb762-1d8c-4229-8a4c-9c40c9ed3504,Romanzo storico,Fiction Romanzo storico Social criticism,Barnaby Rudge,1780 in fiction 1841 novels Novels by Charles Dickens Novels set in Essex Picaresque novels Victorian novels,Charles Dickens,
670,c0654ab-7a05-41f3-af21-1b8df14cf740,,Teologia,God the Invisible King,Books by H. G. Wells,H. G. Wells,Cassell (publisher)
671,c09d169-6621-41ad-8c27-152992f131fc,Crimine,,La chiave di vetro (Hammett),1931 novels Novels by Dashiell Hammett Political novels,Dashiell Hammett,Alfred A. Knopf
672,c101f31-2ad5-4972-a1cd-f5f4e3fae941,Letteratura gialla,Letteratura gialla,Í_ un problema,Novels by Agatha Christie Works originally published in Cosmopolitan (magazine),,Dodd  Mead and Company
673,c13d44a-050f-4bab-8eab-e10f670b3a6c,Mystery fiction Steampunk,Mystery fiction Romanzo gotico Steampunk,La funesta finestra,2000 novels Books in A Series of Unfortunate Events,Lemony Snicket,
674,c804b33-4126-4527-bf37-b87ed6905042,Fantascienza,Fantascienza,Time for the Stars,1950s science fiction novels 1956 novels American science fiction novels Children's science fiction novels,Robert Anson Heinlein,Charles Scribner's Sons
675,cf58d11-0461-47a8-a8fc-4803323b07bb,,Science fiction,2001,1968 novels Hutchinson books Jupiter in fiction Moon in fiction Novels about computing Novels set in prehistory Prehistoric fantasy novels Saturn in fiction,,Hutchinson (casa editrice)
676,d68af0c-8d50-4ddb-bc4f-031b6d335063,,,The Pearl of Love,1925 short stories British short stories Short stories by H. G. Wells,H. G. Wells,The Strand Magazine
677,e5a3ca5-53f2-4f91-823d-c6295a59af1b,,Fantascienza Racconto,The Golden Man (collection),1980 short story collections Short story collections by Philip K. Dick,,Berkley Books
678,e66f329-c7e4-4386-afbf-4953fce241a0,Romanzo di avventura,Romanzo di avventura,The Mighty Orinoco,1898 novels,Jules Verne,Pierre-Jules Hetzel
679,efca1b3-506f-49eb-bebf-bf33058676d6,Thriller (genere),,Nome in codice Red Rabbit,2002 novels Novels by Tom Clancy Ryanverse,,Putnam's Sons
680,f122300-f705-4d60-b617-ac6050ea9d3d,,Letteratura gialla,Destinazione ignota,1954 novels Collins Crime Club books Novels by Agatha Christie Novels first published in serial form Spy novels,,Collins Crime Club
681,f64de27-4124-4ddc-81ae-a5fa78ffad07,Romanzo,,Bealby,1915 novels,H. G. Wells,Methuen Publishing
682,f933008-1574-456d-a04d-e93a31885136,,Racconto,The Key Word and Other Mysteries,1977 short story collections Works originally published in Boys' Life,Isaac Asimov,Bloomsbury Publishing
683,fc11190-e433-48a9-b84d-d6869bc1556e,Ucronia,Ucronia,Weaver (Stephen Baxter),2008 novels Dystopian novels Novels by Stephen Baxter,Stephen Baxter,Asso (carte)
684,fd032ff-b355-4634-b843-5d58551a38b6,Fantascienza,Fantascienza,Ristorante al termine dell'Universo,1980 novels Fictional restaurants Hitchhiker's Guide to the Galaxy Novels by Douglas Adams,Douglas Adams,
685,febe4df-69e9-48c4-a5c5-972a071c0714,Thriller (genere),Letteratura postmoderna Thriller (genere) Umorismo nero,Glamorama,Alfred A. Knopf books American comedy novels American thriller novels,,Alfred A. Knopf
686,f1b97b-165d-4183-adfe-46c5863808cd,,,Il miglio verde (romanzo),American magic realism novels American novels adapted into films Novels by Stephen King Novels set in the 1930s,Stephen King,New American Library
687,aad6-da86-45dd-82fa-fb30cbbf003a,Fantasy literature,,Burning Tower,21st-century American novels American fantasy novels Literary collaborations,Jerry Pournelle Larry Niven,Pocket Books
688,ff506-180d-48d7-a159-8c0903c1ba4b,,Novella,Tristessa,1960 novels 20th-century American novels Fictional prostitutes Novellas Novels set in Mexico City,Jack Kerouac,
689,fd-9da9-43c5-8936-5109110c9c9f,Romanzo,Romanzo,The Little Lady of the Big House,Novels by Jack London,Jack London,Macmillan Publishers
690,d-64e6-44ce-9d3d-9f5f675575d4,Fantascienza,Fantascienza,L'uomo in fuga,1982 novels American novels adapted into films American science fiction novels Novels by Richard Bachman,,New American Library
691,e46e25-e9df-4e34-9d2d-7fec5c8ed359,Letteratura gialla Mystery fiction Thriller (genere),Mystery fiction Thriller (genere),La regina dei castelli di carta,2007 novels Millennium series Mystery novels Novels published posthumously,Stieg Larsson,Norstedts FÍ_rlag
692,f0ca13-deba-459a-aad6-464b9285a417,Romanzo di avventura,Romanzo di avventura,Back to the Stone Age,1930s fantasy novels 1937 novels Novels first published in serial form Pellucidar novels by Edgar Rice Burroughs Works originally published in Argosy (magazine),,Edgar Rice Burroughs  Inc.
693,b66f7-3d24-4a57-b13b-2172b58c87be,Norman_novel Romanzo storico,Norman_novel Romanzo storico,The Conqueror (novel),Historical novels Novels set in the Middle Ages,,
694,f0b0d-89c9-4c19-9cf8-534b534bec9a,Romanzo di avventura,Romanzo di avventura,Tarzan the Terrible,1920s fantasy novels Novels about dinosaurs Novels first published in serial form Tarzan novels by Edgar Rice Burroughs,Edgar Rice Burroughs,
695,db24-41c7-49b8-9b90-cf0edd57fab5,,Romanzo Thriller (genere),Il cardinale del Cremlino,1989 novels 20th-century American novels Novels by Tom Clancy Ryanverse,,Putnam's Sons
696,f98-98f9-4139-8052-c0106a02ae19,,Romanzo,Slow Man,Metafictional works Novels by J. M. Coetzee Novels set in South Australia,John Maxwell Coetzee,Harvill Secker
697,f674-b9a6-44a9-ab96-1d8b53a81723,Romanzo epistolare,Romanzo epistolare,The Kempton-Wace Letters,1903 novels,Anna Strunsky,Macmillan Publishers (United States)
698,ff6f-b910-4caf-928e-c94ec79be345,,Romanzo epistolare,Microserfs,1995 novels Epistolary novels Microsoft culture Novels set in Washington (state),Douglas Coupland,HarperCollins
699,f5bf-b1de-414c-bfe6-2b991d4b2aa1,,,Le lettere di Babbo Natale,1976 books Books published posthumously British children's books Christmas fiction Collections of works by J. R. R. Tolkien Houghton Mifflin books,John Ronald Reuel Tolkien Tolkien family,
700,cede9-ac39-4c6c-bcdf-aa08f1b07406,,,Albero e foglia,Collections of works by J. R. R. Tolkien Fantasy short stories Novellas,John Ronald Reuel Tolkien,Allen & Unwin
701,e48f6-4e48-4372-bc72-6676e8732255,,Satira,Coming Up for Air,1939 novels British novels Novels by George Orwell,,Victor Gollancz
702,a4171b-81df-4f7e-9c3a-6bac90e94759,Giornalismo,Giornalismo,One Man's Chorus,Essays by Anthony Burgess,,Carroll & Graf Publishers
703,ad13d-fdde-4741-a17f-bed580588861,Beat Generation Poesia,,Book of Sketches,Books by Jack Kerouac,,Penguin_Poets
704,adc305-8150-4134-8666-ede0c8f073c8,Romanzo,Romanzo,The Outcry,1911 novels,Henry James,New York
705,d3c86d-032e-478d-a6c3-af3258a5bd2d,Fantascienza Novella Satira Utopian and dystopian fiction,Satira Utopian and dystopian fiction,Arancia meccanica (romanzo),1962 novels A Clockwork Orange Books written in fictional dialects British novellas British novels adapted into films British science fiction novels Dystopian fiction Novels by Anthony Burgess Obscenity controversies Prometheus Award winning works,,
706,ad20e-b227-4b4c-a543-1ad8536e04da,Fantascienza,Fantascienza,Variable Star,1955 novels American science fiction novels,,Tor Books
707,c1dfe-1bd3-44fd-abf4-0ae5107718cd,,,Rama II (romanzo),1989 novels British science fiction novels Literary collaborations Victor Gollancz books,Arthur C. Clarke,Victor Gollancz Ltd
708,a81-c9a6-4015-8d5f-2eeeafe0fd52,Romanzo Thriller (genere),Romanzo Thriller (genere),Senza rimorso,20th-century American novels Ryanverse Vietnam War novels,,Putnam's Sons
709,f51ba-1465-4b48-9ea1-898aaae3e5be,Fantascienza,Fantascienza,Red Planet (novel),1949 novels American science fiction novels Children's science fiction novels Novels by Robert A. Heinlein Prometheus Award winning works,,
710,a88c19-4201-44ab-a0ba-181c4cba6905,Letteratura gialla,Letteratura gialla,Il sangue ÍÎ randagio,1960s in fiction 2009 novels 21st-century American novels Historical fiction Political fiction,,Alfred A. Knopf
711,b53b04-eef5-4472-8c90-abc73dca5261,Fantascienza,,Timelike Infinity,1993 novels British science fiction novels HarperCollins books Novels by Stephen Baxter,Stephen Baxter,HarperCollins
712,c97bb1-85fe-4079-99a5-6ba01d3b53c1,Fantascienza,,La porta sull'estate,1957 novels Cryonics in fiction Hard science fiction Novels by Robert A. Heinlein Novels first published in serial form Works originally published in The Magazine of Fantasy & Science Fiction World War III speculative fiction,,Doubleday
713,ea6d0f-42f2-4fda-9332-4bf6e3040433,English_Georgian Romanzo rosa,English_Georgian Romanzo rosa,The Black Moth,1751 in fiction British romance novels Debut novels,Georgette Heyer,
714,a7-6a39-4ca6-abfa-7acca6d5c7a8,Thriller (genere),Fantascienza,L'incendiaria,American thriller novels Novels by Stephen King Viking Press books,Stephen King,Viking Press
715,a5feca-fb22-4780-a9c8-c0b0a2c4c0e2,,Fantascienza,Redenzione immorale,1956 novels American science fiction novels Dystopian novels Novels by Philip K. Dick,,Ace Books
716,e8e89c-9420-4841-a222-039665e5b9ed,Distopia,Fantascienza,Radio libera Albemuth,1974 in fiction American alternate history novels Dystopian novels,Philip K. Dick,Arbor House
717,f435-0c1d-49a1-85db-fc73bba53d86,Romanzo di avventura,Romanzo di avventura,Le Indie nere,1877 novels Novels set in Scotland,Jules Verne,Pierre-Jules Hetzel
718,f64f-8b98-4954-a66a-62bb56e6df34,Letteratura dell'orrore,,Quattro dopo mezzanotte,1990 short story collections Viking Press books,Stephen King,Viking Press
719,ad-7fdd-4746-a680-b24e00b1beb1,Narrativa di viaggio,,Ore italiane,Books about Italy Books by Henry James,Henry James,
720,f3-4838-bd19-0ed66e4379a0,Science fantasy,Science fantasy,Swords of Mars,1930s fantasy novels 1930s science fiction novels 1936 novels American fantasy novels Martian novels by Edgar Rice Burroughs Moons in fiction Moons of Mars,,Edgar Rice Burroughs  Inc.
721,b8479-4e96-4a8c-9507-196ff1a663d6,Letteratura gialla,Letteratura gialla,Dieci piccoli indiani,British novels adapted into films Collins Crime Club books Novels first published in serial form Works originally published in The Saturday Evening Post,,Collins Crime Club
722,f9476-089b-40b4-9cef-ca7d8431ea24,Political satire,Political satire,Il breve regno di Pipino IV,1957 novels Novels by John Steinbeck Viking Press books,John Steinbeck,Viking Press
723,defe4c-bde5-4df4-98a3-9c28a74fac04,,,Fact and Fancy,1962 books Works originally published in The Magazine of Fantasy & Science Fiction,Isaac Asimov,
724,c49a-5fff-4f23-ad03-d123a78eb01e,,,Hunters of Dune,2006 novels American fantasy novels Dune novels Novels by Brian Herbert Novels by Kevin J. Anderson,,Tor Books
725,ccd96-bba6-4da0-844c-bd59e9e31986,Thriller (genere),Romanzo,The Cobra (novel),2010 novels Thriller novels,Frederick Forsyth,Bantam Press
726,a8108a-7303-4eb0-9303-b03f0a838e6d,Romanzo Thriller (genere),Sparatutto in prima persona tattico Thriller (genere),Rainbow Six (serie),Rainbow Six Terrorism in fiction,,Putnam's Sons
727,da3b88-8c6c-4e99-9330-9234af3da9f2,Romanzo di avventura,Romanzo di avventura,Le tribolazioni di un cinese in Cina,Novels set in Qing Dynasty,Jules Verne,
728,df3934-fc04-4ecb-97c0-e7e2e54dcc1b,,Colonial literature,Devil of a State,1961 novels Brunei in fiction,Anthony Burgess,
729,bcac-0c38-4d7a-ab2e-2b69081f6063,,Fantascienza,Inconstant Moon,1971 short stories 1973 short story collections Short story collections by Larry Niven Victor Gollancz books,Larry Niven,Sphere Books Victor Gollancz Ltd
730,c0ad9-0e8a-4ed5-8ee7-41d2e2fffba1,Romanzo di avventura,Romanzo di avventura,Tarzan and the Jewels of Opar,1910s fantasy novels Novels first published in serial form Tarzan novels by Edgar Rice Burroughs Works originally published in American magazines,,
731,a5-313b-40bf-9400-e08c6f6146fe,,,Angel Time,2009 novels Alfred A. Knopf books Angels in Christianity Culture of Riverside  California,Anne Rice,Alfred A. Knopf
732,a13f093-b3ef-46d9-bb03-26e8a8ca7482,,Short story collection,Stephen King goes to the movies,2009 short story collections Short story collections by Stephen King,,
733,a21b359-d624-4f67-8a3e-745f2ac542a9,Letteratura dell'orrore Romanzo rosa Suspense,Romanzo rosa Suspense,Il vampiro di Blackwood,2002 novels Novels by Anne Rice,Anne Rice,
734,a2a06a8-24f0-40ae-8d97-c9aea3779015,Fantascienza,,Farnham's Freehold,1964 novels Novels first published in serial form Post-apocalyptic novels Time travel novels,Robert Anson Heinlein,Putnam's Sons
735,a34fe03-4f54-4d7d-8510-6bc5aa6518b8,Romanzo,Romanzo,Diary of a Bad Year,2007 novels Novels about writers Novels set in Sydney,John Maxwell Coetzee,
736,a5190f2-5621-45a8-97bf-6db19acf48cf,Scienza,Scienza,Far as Human Eye Could See,Essay collections by Isaac Asimov,Isaac Asimov,Doubleday
737,a796638-e081-4174-88f1-b5dd685de130,,Fiction,The Job (novel),20th-century American novels Feminist novels Novels set in Pennsylvania,Sinclair Lewis,
738,a87d465-b869-47e2-a2d5-2ff6ed5ac23d,Poesia,Poesia,Mexico City Blues,American poetry collections Poetry by Jack Kerouac,Jack Kerouac,
739,b2ca26c-f834-40be-a9db-562396852138,Racconto,,The Country of the Blind and Other Stories,1911 short story collections Short story collections by H. G. Wells,H. G. Wells,Thomas Nelson (publisher)
740,b619946-7a50-4421-bd5f-9d77570a0622,War novel,War novel,I mastini della guerra,British novels adapted into films War novels,Frederick Forsyth,Hutchinson (casa editrice) Viking Press
741,b899db4-f134-4653-acc9-e4cf0692b666,Fantascienza,,Le creature del buio,1987 novels Adultery in novels Alien invasions in novels Novels by Stephen King Novels set in Maine,Stephen King,
742,b9359b1-587a-43ab-b492-9e889e985cf6,Thriller (genere),Romanzo,Locked On (novel),2011 novels 21st-century American novels Novels by Tom Clancy Ryanverse,,
743,b943053-2e44-4e6a-92f0-121b8e11602a,Letteratura dell'orrore,Letteratura dell'orrore,Il talismano,1984 novels American horror novels Literary collaborations Novels by Stephen King Viking Press books,Peter Straub Stephen King,Viking Press
744,b9d5314-834f-433f-b104-7b77637acb67,Non-fiction,Non-fiction,The Log from the Sea of Cortez,Books by John Steinbeck Viking Press books,John Steinbeck,
745,b9fb147-4534-41c0-a239-e0d68da7339c,Fantascienza,Fantascienza Racconto,The Terminal Beach,1964 short story collections,,
746,bc0c70a-2971-44b5-b4c9-0aad7ab1f59d,Fantasy literature,Fantasy literature Mitologia greca Young-adult fiction,Percy Jackson e gli dei dell'Olimpo,2000s fantasy novels Children's fantasy novels Sequel novels Young adult fantasy novels,Rick Riordan,Hyperion Books
747,bd962f2-2e50-4df6-b26e-360331ac0e3d,Fantascienza,Fantascienza,Tunnel in the Sky,1950s science fiction novels 1955 novels American science fiction novels American young adult novels Children's science fiction novels,,Charles Scribner's Sons
748,c239931-e72c-4b86-b91e-22b8d952c5d9,Fantascienza,,I Will Fear No Evil,1970 novels 1970s science fiction novels 2015 in fiction American science fiction novels Works originally published in Galaxy Science Fiction,,Putnam's Sons
749,c3b3b18-33a0-42cd-897c-31271e03f175,Mystery fiction Romanzo gotico,Mystery fiction Romanzo gotico Steampunk,La stanza delle serpi,Books in A Series of Unfortunate Events HarperCollins books,Lemony Snicket,
750,c6258f9-553c-464e-aa93-3fe13450c71f,,Letteratura gialla,Í_ troppo facile (romanzo),1939 novels Collins Crime Club books Novels by Agatha Christie Novels first published in serial form Plays by Agatha Christie,Agatha Christie,
751,ca15cb6-d6be-4306-bcd9-f15df4361a5e,,Romanzo,Eleanor Rigby (novel),2004 novels Novels set in Vancouver Tributes to the Beatles,,Bloomsbury Publishing
752,cb79e93-3236-4637-b483-1134a4bee7f7,Critica letteraria,,Essays in London and Elsewhere,1893 books Books about London Books by Henry James Essay collections,,
753,cdc8ee0-8f48-4954-a7b0-7538715cfe0b,Storia futura,,The Shape of Things to Come,Aviation novels British science fiction novels Future history Hutchinson books Novels by H. G. Wells Pirate books,H. G. Wells,Hutchinson (casa editrice) Macmillan Publishers (United States)
754,d151215-8ecd-4ad4-8d40-78fe84184fe9,Novella,Novella,Le campane,1844 novels Christmas novels English novels Novels by Charles Dickens,,Chapman & Hall
755,d1e7ea0-9d9b-4917-af18-644e50d0baac,Racconto,Racconto,A Deal in Ostriches,1894 short stories Works originally published in the Pall Mall Gazette,,
756,d45cc76-39d0-494a-a751-04dcaeac12b7,,Fantascienza,Lucky Starr  il vagabondo dello spazio,1952 novels Mars in fiction Science fiction novels by Isaac Asimov,Isaac Asimov,Doubleday
757,d7cfabc-0c2a-4027-b368-c86ee2a7904a,,,The Discovery of the Future,Books by H. G. Wells Contemporary philosophical literature Futurology,H. G. Wells,T. Fisher Unwin
758,d999ef9-5ddc-4880-a316-853e178fed6a,,Romanzo,Vergogna (romanzo),1999 novels Campus novels Novels by J. M. Coetzee,John Maxwell Coetzee,Harvill Secker
759,de5df3a-579b-408c-9289-82363220637c,Fantasy literature,Fantasy literature,The Serpent's Shadow (2012 novel),2012 novels American children's novels Ancient Egypt in fiction,Rick Riordan,Hyperion Books
760,e4d2f63-8aae-4b7b-8c47-57a89da2157d,,Non-fiction,The Way the World is Going,1928 books Books by H. G. Wells Political books,,
761,e680dba-0fcf-41d1-932a-83c1c8cfc211,Fiction,,Horseradish,2007 books HarperCollins books Works by Lemony Snicket,,HarperCollins
762,ed1833b-4b1b-4ba0-8213-b077afe871e6,Romanzo,Romanzo,The Humbling,2009 novels 21st-century American novels,Philip Roth,
763,ee4b81f-647f-473c-9313-aa11a544f716,,Letteratura gialla,I primi casi di Poirot,1974 short story collections Collins Crime Club books Hercule Poirot short story collections,,
764,eeb9b90-1949-4bd7-8925-64c730331adc,,Comic novel,Enderby Outside,Novels by Anthony Burgess Novels set in Morocco Novels set in hotels,Anthony Burgess,William Heinemann
765,ef8e242-9134-4eb9-9cf3-2047ec876349,Social criticism,,La bottega dell'antiquario,English novels Novels by Charles Dickens Novels first published in serial form Novels set in London Works originally published in Master Humphrey's Clock,Charles Dickens,Chapman & Hall
766,f430d16-c538-475c-aa0c-3a8f7be252fc,,,Dune,2003 novels 21st-century American novels Dune novels Novels by Brian Herbert,Brian Herbert Kevin J. Anderson,Tor Books
767,f94d917-0521-4de7-a001-eab3b95c1e2c,,,Quel fantastico giovedÍë,20th-century American novels American novels adapted into films History of Monterey County  California Novels set in California,John Steinbeck,Viking Press
768,fee7289-d104-49bc-911e-5bc017bd6b4d,Letteratura per ragazzi Mystery fiction,Letteratura per ragazzi Mystery fiction Romanzo di avventura,The Maze of Bones,2008 novels Collaborative fiction,Rick Riordan,Scholastic
769,bfbac1-c7d5-4af7-9ad0-33fa81c95066,Fantascienza,Science Fiction and fantasy short stories,The Overloaded Man,1967 short story collections Short story collections by J. G. Ballard,,Panther Books
770,be-4bc7-a665-def61b7fb000,Fantasy,Fantasy,The Winds of Winter,21st-century American novels A Song of Ice and Fire books American fantasy novels Upcoming books,,
771,dd858-a0ad-415f-bf05-8647f66159d6,,Romanzo Thriller (genere),Search and Destroy (novel),21st-century American novels Thriller novels,Peter Telep Tom Clancy,Penguin Group
772,cae94a-0249-4135-82c4-e77ddb1c9b88,,Romanzo,Dalla Terra alla Luna,1865 novels Fictional rivalries French science fiction novels Moon in fiction Novels by Jules Verne Novels set in Florida,Jules Verne,
773,e48bc3-66cb-4c93-b3e5-401a55397813,Drama,Drama Letteratura dell'orrore Suspense,Cuori in Atlantide (libro),1999 short story collections Short story collections by Stephen King,,Charles Scribner's Sons
774,b009-6d35-48a1-9d83-45dd57cfec7c,,,The Case for Mars,1996 books Astronomy books Manned missions to Mars Mars expedition Missions to Mars, Robert Zubrin,Simon & Schuster
775,e4bf-9100-4bc2-8802-c88fb4065b87,,,French Poets and Novelists,1878 books Books by Henry James,Henry James,Macmillan Publishers
776,b-88c0-4cc7-901a-6ac42de4da07,Fantasy literature,,Land of Terror,1944 novels American fantasy novels American science fiction novels Novels about dinosaurs Pellucidar novels by Edgar Rice Burroughs,Edgar Rice Burroughs,
777,d93c67-464b-4a29-aaee-b230b94083a1,Fantascienza,Fantascienza,Il mondo sommerso,Novels by J. G. Ballard,James Graham Ballard,Berkley Books
778,f61358-c678-4d25-8ec4-7e474fad5a6d,KÍ_nstlerroman,KÍ_nstlerroman Romanzo,Martin Eden,1909 novels American bildungsromans Novels by Jack London Novels first published in serial form Works originally published in American magazines,Jack London,Macmillan Publishers (United States)
