id,class,literaryGenre,genre,label,subject,author,publisher
2099,f8a814f-909e-478c-a0dd-458f7242924c,,,brian herbert  kevin j  j anderson  kevin j anderson  winds,Dune novels 2009 novels,Brian Herbert,Tor Books
2100,fc3082f-6029-49e5-bb77-91e70d718651,,,category1863  weeks  balloon  jules verne  five,Novels by Jules Verne Novels set in Africa,Jules Verne,Pierre-Jules Hetzel
2101,ff7c0b2-def2-41ef-b172-c3e14b4804f7,Fantasy literature,Fantasy literature,c3  j r r  r r tolkien  j r  r tolkien,Books published posthumously Epic poems HarperCollins books Poetry by J. R. R. Tolkien V%C3%B6lsung cycle,Christopher Tolkien,Houghton Mifflin Harcourt
2102,b8-8f71-4bee-bd47-925d2cc176ae,,,harmless  categoryhitchhiker guide galaxy  douglas adams,1992 novels,Douglas Adams,
2103,ecbe1c-231e-49dd-9998-c58a5059b4ce,Tragedy,,tragedy  yew  categorynovels set cornwall  rose  set cornwall,Novels by Agatha Christie Novels first published in serial form Works originally published in Good Housekeeping Works published under a pseudonym 1948 novels,,
2104,ba67f-a986-4b17-bce0-4bf2e15ee091,Horror fiction,Horror fiction,thinner  horror fiction  stephen king  richard bachman  categorynovels richard bachman,Novels by Richard Bachman Novels by Stephen King Works published under a pseudonym,Stephen King,New American Library
2105,fbc-790f-44d7-bde9-3c936abb20cf,,,george r r  george r  fantasy,American fantasy novels Novels by George R. R. Martin,George R R Martin,
2106,ec9dba-54a4-4317-8c56-87ab878bc701,Science fiction,Science fiction,valis  k dick  philip k  philip k dick  categoryphilosophical novels,American science fiction novels 1980s science fiction novels,,
2107,fb3b83-ea6f-4504-8c35-f4fea94d4428,,,categorymars fiction  category1963 novels  robert heinlein,1960s science fiction novels,Robert A Heinlein,G P Putnam's Sons
2108,cd328-5921-4a93-8ed3-d3e840628815,Fantasy literature,,h rider haggard  rider haggard  h rider,Novels by H. Rider Haggard 1889 short story collections,,
2109,d252-b14d-4755-8d10-4f041f2aa84a,,Adventure fiction,chancellor  survivors  category1875 novels  jules verne  adventure fiction,1875 novels,Jules Verne,Pierre-Jules Hetzel
2110,b78-d563-43dc-8901-7a30b9e355ea,Novel,Novel,dahlia  los angeles  james ellroy  categoryblack  categorynovels boxing,American crime novels Novels by James Ellroy 1987 novels,,
2111,a2908d-742b-4a28-8821-5da2adb42932,,Science fantasy,science fantasy  edgar rice  edgar rice burroughs  rice burroughs  inc categoryworks,Venus novels by Edgar Rice Burroughs Works originally published in Argosy (magazine),,Edgar Rice Burroughs  Inc
2112,b319b4-c5c6-4809-bcc8-dbc2633b915d,Young-adult fiction,Fantasy literature Young-adult fiction,greek mythology  adult fiction  young adult fiction,Sequel novels,,
2113,e086de-8fb0-4304-8974-7cfb4613b706,Novel,,george orwell  burma  burmese  categoryanti  imperialism,Anti-imperialism British novels Novels set in Burma 1934 novels,George Orwell,
2114,ff4ef7-0f9f-46b1-8186-798663513e9f,Fantasy literature,,fantasy literature  categoryprofessor challenger novels  categoryprofessor challenger  mist  challenger novels,British fantasy novels Hutchinson books Professor Challenger novels,Arthur Conan Doyle,Hutchinson (publisher)
2115,e2d3-ddaa-4256-94c7-ece07c177aa2,Utopian and dystopian fiction,Utopian and dystopian fiction,anthony burgess  utopian dystopian fiction  utopian dystopian  dystopian fiction  trade,Dystopian novels Hutchinson books Islam in fiction Novels by Anthony Burgess 1978 novels 1985 in fiction,Anthony Burgess,
2116,d542-4803-b320-862f5d32207d,Encyclopedia Non-fiction Reference work,Doubleday (publisher),encyclopedia  asimov  topic  categorybiographical  dictionaries,Books about the history of science,Isaac Asimov,
2117,d4e6f-3d19-4f22-92af-17cf0296488a,Utopian and dystopian fiction,,utopian dystopian fiction  utopian dystopian  dystopian fiction  jack london  heel,Dystopian novels Norse mythology in popular culture Novels by Jack London 1908 novels,,Macmillan Publishers (United States)
2118,c75a-cacd-4ef9-aee8-7cab55c423c2,Novel,,clissold  g wells  h g  h g wells  benn limited,Novels by H. G. Wells 1926 novels,H G Wells,
2119,f3f7-dd86-48c7-8e25-cb3c9e7c6863,Science fiction,,philip k  philip k dick  k dick,1980 short story collections,,
2120,c2c-9d8a-ee7c0560c1db,Erotic literature,,erotic literature  anne rice  romance novel  exit  categorybdsm literature,American erotic novels BDSM literature,,Arbor House
2121,e4-d4e4-41a4-afa7-94c8c54fc965,,,africa  three  south africa  adventures  englishmen,Novels set in South Africa,,Pierre-Jules Hetzel
2122,b5aa32-0531-46b1-812b-92b1cb964c0b,,Biography,douglas coupland  mcluhan  categorymarshall,,Douglas Coupland,
2123,ef3-3f95-4e49-ba9d-b9ffbf990d0b,,,romance novel  georgette heyer  cotillion,Historical novels,,Heinemann (publisher)
2124,d50c6-9308-4783-b68d-1a7f53bc2723,,Science fiction,k dick  lottery  solar,Novels by Philip K. Dick,,
2125,ed-44b6-ba8f-743a2919e7c2,Non-fiction,Non-fiction,non fiction  macabre  danse  category1981 books  non fiction book,Books by Stephen King 1981 books,,
2126,a7b82d-eb30-4a7a-a972-612aa96ac525,,,stories  short story  story collections  detective fiction  sin,Miss Marple short story collections Short story collections by Agatha Christie 1961 short story collections,Agatha Christie,
2127,bc35c7-9ff8-4a2e-b71d-f0d3d5874e9c,,Novel,wyoming  douglas coupland  miss  categoryrandom house  categoryrandom house books,Random House books,,
2128,d600ff-d923-4ff9-b48d-cc993d4c462f,,,herman melville  travel literature  islands  categorymarquesas  typee,Marquesan culture Marquesas Islands Novels by Herman Melville Novels set in Oceania 19th-century American novels,Herman Melville,
2129,ddd893-ff27-4e7b-93a3-f978c534f102,Adventure fiction,,edgar rice  rice burroughs  edgar rice burroughs  triumphant  adventure fiction,Novels first published in serial form Tarzan novels by Edgar Rice Burroughs 1932 novels,,Edgar Rice Burroughs  Inc
2130,e69641-c17c-40a4-981c-ee94902b1751,Horror fiction,Horror fiction Science fiction,regulators  categorynovels set ohio  set ohio  horror fiction  stephen king,Novels by Richard Bachman Novels by Stephen King,Stephen King,E P Dutton
2131,eb06b7-e8a2-4d7c-a860-aa4056672a11,,Fiction Social criticism,social criticism  charles dickens  pickwick  category1836  category1820s fiction,Novels first published in serial form Picaresque novels 1820s in fiction 1836 novels,,Chapman & Hall
2132,e3290-b543-4de8-b240-0e9e9131ca13,Adventure fiction,,set new york  categorynovels set  categorynovels set new  set new  new york,Circus books Egypt in fiction France in fiction India in fiction Liverpool in fiction Novels set in Hong Kong Novels set in London Novels set in New York City 1870s in fiction 1873 novels Novels set in San Francisco  California Western (genre) novels,Jules Verne,Pierre-Jules Hetzel
2133,e4d48-8183-47db-a384-cf731f4aa2d1,,,psychological thriller  stephen king  categorynovels richard bachman,American novellas 1977 novels,,
2134,c44363-18c1-4568-aaac-3c8df0f316b3,,Regency era,romance novel  unknown  regency era,Historical novels Novels by Georgette Heyer,,
2135,e8f16b-d37c-4026-bed5-9d64eb45482d,Detective fiction,Short story,sherlock holmes  arthur conan  conan doyle  arthur conan doyle  detective fiction,1905 short story collections,,George Newnes
2136,a4b6c-d6a5-40f1-96d8-992577700b74,,,science fiction  science fiction novels  category1954 novels,Novels first published in serial form Children's science fiction novels Works originally published in The Magazine of Fantasy & Science Fiction,,
2137,edd8-77a6-4029-9e9b-f8216b97108a,,,martin press  dan brown  categorytechno thriller novels  categorytechno thriller  thriller novels,Cryptography in fiction Debut novels Novels about computing,Dan Brown,St Martin's Press
2138,b9acb-bda9-400f-8156-d87866a819a5,Tragedy,,tragedy  absent  spring  published good housekeeping  good housekeeping,Collins books Works originally published in Good Housekeeping Works published under a pseudonym 1944 novels,Agatha Christie,William Collins  Sons
2139,a78-77f8-4296-837a-cddd61a04212,,Macmillan Publishers,macmillan publishers  henry james  hudson  roderick  category1875 novels,Novels about artists 19th-century American novels,,Macmillan Publishers
2140,a41c8-fd96-4c07-8112-adebbe959f0b,,Comedy,comedy  wheels  h g  h g wells  g wells,Novels about cycling,,
2141,ce-4946-40c0-bd60-012a9807ee64,Fantasy literature,,fantasy literature  egypt fiction  2012,The Kane Chronicles American children's novels,,
2142,a37304-0f2a-4014-973d-04a47ccf61c6,Fantasy literature Greek mythology,,hyperion books  athena  categoryrick riordan  heroes olympus  categorythe heroes,Rick Riordan The Heroes of Olympus Percy Jackson & the Olympians,Rick Riordan,Hyperion Books
2143,e47809-146a-4d86-b641-f50ba68aa5a0,Horror fiction,,anne rice  violin  horror fiction  categorynovels music  categoryhorror novels,Alfred A. Knopf books 1997 novels,,Alfred A Knopf
2144,efe4fd-5595-4a5a-950a-d72c04acbac7,,,larry niven  hole  category1974 short story  category1974 short  collections larry niven,1974 short story collections,Larry Niven,
2145,bfbc-935a-4004-95fc-18e6b124c401,,,published redbook  originally published redbook  3f  category1941 novels  war ii novels,Novels by Agatha Christie Thriller novels World War II novels,Agatha Christie,Dodd  Mead and Company
2146,c13af-93fd-442b-bfb8-d977a109ce8b,,,detective fiction  short story  crime club  thirteen  problems,Collins Crime Club books Miss Marple short story collections,Agatha Christie,
2147,fede-378c-43be-89dd-b3507200f464,,,council  categoryfictional subterranea  categorystirling,Fictional subterranea 1877 novels,,
2148,cc0f-8f51-446b-900b-c8ac0c395345,,,category1968 short story  arthur c  arthur c clarke,Short story collections by Arthur C. Clarke 1968 short story collections,,
2149,f57-42a2-a172-cb0c22a5c6f0,Science fiction,,gift  transplant  categoryorgan,American science fiction novels,,
2150,e06-4867-9b7f-2fdcb6d40327,,,henry james  categorybooks italy  travel literature,Books by Henry James Travel books,,
2151,c15-4e69-437a-aee7-63993632ae53,Science fiction,Science fiction,award best novel  best novel  best novel winning  novel winning works  novel winning,Nebula Award for Best Novel winning works Science fiction novels by Isaac Asimov 1972 novels,Isaac Asimov,
2152,c102bd-fcba-4605-93a8-f84b6adb2150,Adventure fiction,,edgar rice burroughs  rice burroughs  edgar rice,1924 novels,,
2153,c6d520-3da3-40b9-9cfc-f08887eec3b2,Steampunk,Alternate history,steampunk  bruce sterling  alternate history  william gibson  babbage,British alternate history novels British steampunk novels Literary collaborations Novels by Bruce Sterling Novels by William Gibson Novels set in London 1855 in fiction,,Victor Gollancz Ltd
2154,db6431-1578-43af-83e5-36a4c10f427e,Fiction,,mucker  rice burroughs  categorynovels boxing,Novels first published in serial form,,A C McClurg
2155,f9e-2055-495a-9332-b06fb1a4e3ce,Novel,Novel,bishop  g wells  h g  h g wells  soul,British novels,H G Wells,
2156,b853-f538-49a7-bb9b-880bf5238ad4,,,category2010s  larry niven  betrayer  edward m  edward m lerner,Known Space stories Literary collaborations Novels by Larry Niven 21st-century American novels,,
2157,b7b-4e78-8210-de652fe66669,,Novel,academy  puttering  small  k dick  philip k dick,Novels by Philip K. Dick 1985 novels,Philip K Dick,Academy Chicago Publishers
2158,e0-78c5-4565-bb10-6fbb1b00c3dd,,Short story,robert heinlein  category1951 short story  category1951 short  story collection  shasta publishers,Short story collections by Robert A. Heinlein,,
2159,c3-461f-a2b6-5cced6f96359,,,philip roth  theater  sabbath  categorynational book  award fiction winning,Houghton Mifflin books,,Houghton Mifflin Harcourt
2160,a0488e6-dda3-48a7-81e5-d630270bf92b,Science fiction,Thriller (genre),thriller genre  mutants  firestarter  stephen king  category1980 novels,American novels adapted into films American thriller novels Fictional mutants 1980 novels,Stephen King,
2161,a087af3-0fc9-468d-b6b6-49e4cd182d86,Novel,Farrar  Straus and Giroux,straus giroux  farrar straus giroux  farrar straus  philip roth  1983,1983 novels,Philip Roth,
2162,a55e194-c31f-4f29-9b8b-4f5bdb3f4202,,,machiavelli  h g  g wells  h g wells  categoryjohn lane,British novels John Lane books Works originally published in The English Review,H G Wells,
2163,a9dbc65-4142-48ff-a0d3-4805f0031223,,,monsters  miramax books  adult fantasy novels,American young adult novels Young adult fantasy novels,,Miramax Books
2164,abfabbc-da18-4e0a-a327-6831234a88d6,Adventure fiction,,captain  antifer  adventure fiction,Novels by Jules Verne,,
2165,ad4c891-a5ed-4ebb-80a4-c8273819cbea,,,skeleton  crew  horror fiction  category1985 short  category1985 short story,,Stephen King,G P Putnam's Sons
2166,ae638c8-ead8-41bf-b46e-b83b73eb6714,Romance novel,,georgette heyer  romance novel  category1814,Novels by Georgette Heyer 1814 in fiction,,
2167,b193644-9b41-4c0b-9032-95023432cd4c,,,listerdale  grand magazine  detective fiction,Collins books Short story collections by Agatha Christie,,
2168,b31a4ee-1d2f-426d-a4a5-1475084a4cc2,Science fiction,Science fiction,belmont  truth  penultimate  k dick  philip k dick,American science fiction novels Existentialist novels Novels by Philip K. Dick,,Belmont Books
2169,b4f102d-6cd9-49ad-b5ad-b77379967e16,Novel,,henry james  reverberator  published macmillan magazine  originally published macmillan  published macmillan,British novels Novels about journalists Novels first published in serial form 19th-century American novels,Henry James,New York City
2170,b87a859-3be6-457d-82ac-7e37e3aed6b2,Science fiction,Science fiction,c clarke  arthur c  billion,,,
2171,c000275-7a9e-4066-8c68-66d9ffbbce2c,Short Story Cycle,,short story cycle  story cycle  john steinbeck  flat  tortilla,1935 novels Monterey  California,John Steinbeck,
2172,c38fb09-146e-4695-a1db-7bce0d99f7e5,Horror fiction Novella,Gothic fiction Novella,novella  henry james  screw  turn  horror fiction,American novellas British novels Ghost stories Novels set in Essex 1890s fantasy novels 1898 novels 19th-century American novels,,New York City
2173,c391771-b0e0-4ead-a724-25c3ab2e5546,Adventure fiction,,edgar rice  rice burroughs  adventure fiction,1930s fantasy novels,,
2174,c4db041-c0f8-4af3-8912-50f8cbfb0da8,,Detective fiction Short story,stories  detective fiction  short story  prosecution  category1948 short story,Short story collections by Agatha Christie,,
2175,c592f06-2258-4aa6-a13c-228c3475d948,Adventure fiction,Adventure fiction,bombarnac  claudius  jules verne  categorynovels journalists  category1893 novels,Novels about journalists,,Pierre-Jules Hetzel
2176,c6e00cc-bf9d-4577-a83c-b655f042b9e5,Science fiction,,c clarke  arthur c clarke  arthur c  category2001 short  category2001 short story,Victor Gollancz books,,
2177,cf7705e-dd0e-4ab9-9e22-09c2923f302f,,Novel,jack kerouac  gerard  categorylowell massachusetts  categorynovels set massachusetts  visions,Beat novels Novels by Jack Kerouac Lowell  Massachusetts,Jack Kerouac,
2178,d06ab33-acc4-4679-943a-ee6732b68758,,,arthur conan  conan doyle  arthur conan doyle  firm  girdlestone,British novels Novels by Arthur Conan Doyle,,Chatto & Windus
2179,d4019e3-5203-4ac1-8911-cb28bd4d9822,,,straus giroux  philip roth  unbound  zuckerman  category1981 novels,Farrar  Straus and Giroux books,,Farrar  Straus and Giroux
2180,d6f3bd1-9c53-415e-b86d-1ba27dc3afd0,Science fiction,Science fiction,g wells  h g  h g wells  category1900s science  category1900s science fiction,Novels by H. G. Wells 1901 novels,H G Wells,George Newnes
2181,d81ece3-89a3-4399-9bdf-e6393ff4cf14,Children's literature,,children literature  office  category1923 novels  frederick stokes  doctor dolittle,Doctor Dolittle books 1920s fantasy novels British children's novels,Hugh Lofting,
2182,da6ada1-afe5-4027-a4ba-8bb6288be394,,,non fiction  society  fabian  boots  g wells,Works by H. G. Wells,H G Wells,Fabian Society
2183,da87541-4ec8-45a8-93a9-87dcd888516b,Historical fiction,Historical fiction Short story,historical fiction  mus  familles  category1876  c3 a9e,1851 short stories,Jules Verne,
2184,dbf284d-cb40-414d-a003-74fc1c1432bd,,,satire  sinclair lewis  babbitt  categorynovels consumerism  categoryamerican satirical,American novels adapted into films Novels about consumerism Novels by Sinclair Lewis 1922 novels,Sinclair Lewis,Harcourt (publisher)
2185,e974b19-84d6-45c5-aa60-665c63f06e25,,,categorytrans neptunian  puppet  neptunian objects,Novels first published in serial form Novels set in Iowa Titan in fiction,,
2186,ea0cd8a-27b4-406f-bd5a-954552282672,Detective fiction,Detective fiction,detective fiction  crime club  mews  short story  category1937,Collins Crime Club books Hercule Poirot short story collections,Agatha Christie,
2187,eab26d4-c2d1-4ee3-8172-65dda6aa2a51,,,edgar rice burroughs  edgar rice  category1974 books,1974 books,Edgar Rice Burroughs,
2188,f36a8da-0445-49aa-b52b-6581d03ebd76,,High fantasy,j r r  j r  high fantasy,Books by J. R. R. Tolkien,,Allen & Unwin
2189,f7fc1d8-d990-49df-ac06-9c9fb078f6b8,Science fiction,Novel Science fiction,isaac asimov  eternity  end  category1955 novels  travel novels,Time travel novels 20th-century American novels,,Doubleday (publisher)
2190,f9715a6-de32-4dc6-9d25-aaeb168f9012,Children's literature Fantasy literature,,children literature  fantasy literature  return  category1933 novels  frederick stokes,1933 novels,Hugh Lofting,
2191,b794e6-08a5-4606-b9a9-f5d187328842,Art criticism,,art criticism  henry james  text  picture  categorybooks henry james,Books by Henry James,Henry James,
2192,b4500-5e89-4eba-bd14-f8504131693c,Fiction,Fiction Literature,j m coetzee  m coetzee  j m  costello  elizabeth,Books about animal rights Novels about writers,,Harvill Secker
2193,a5398-fd90-45b0-bcb3-cc055784c36e,,,works h g  time  categoryadaptations works h,HarperCollins books John W. Campbell Award for Best Science Fiction Novel winning works,,HarperCollins
2194,b0b81-3bc7-4559-9b5b-d8c02ca66f72,Mystery fiction,,mysteries  mystery fiction  union  category1983 short story  category1983 short,Mystery short story collections by Isaac Asimov 1983 short story collections,,Doubleday (publisher)
2195,a673-f611-4043-9d7b-a7ad8dc20f51,,Science fiction,categorynovels set pennsylvania  buick  stephen king,21st-century American novels,,
2196,d2ba04-3e75-4904-8565-cc98e9a99d79,Adventure fiction,Adventure fiction,island  orangutans  categorysouthern  virginia  categoryfictional,American Civil War novels Books about survival Castaways in fiction Fictional islands Indian Rebellion of 1857 Novels set in Oceania Novels set in Virginia Novels set on islands Pirate books Science fantasy novels 1870s fantasy novels 1870s science fiction novels,,
2197,a4f-120d-491f-8680-b453a147d936,Science fiction,,93miller  underwood  philip k dick,,Philip K Dick,
2198,f67f-3c43-489e-8a90-877292fc9543,,,roth  philip roth  categorybaseball novels  holt mcdougal  category1943,Baseball novels Novels by Philip Roth 1943 in fiction 1973 novels,,Holt McDougal
2199,a0357-7964-419b-a08e-dfa2d59bb788,,Science fiction,prelude  categoryprequel novels  isaac asimov  foundation  category1988 novels,Prequel novels 20th-century American novels,,
2200,b83b-41b2-ac7a-5837ca8dcea2,Science fantasy,,edgar rice  science fantasy  inc categoryworks,American fantasy novels,Edgar Rice Burroughs,
2201,c9d87c-9991-4369-bdd6-616e00988ada,,,autobiographical novel  j m coetzee  m coetzee  j m  youth,Novels set in London 1960s in fiction 2002 novels,,
2202,d8c817-77d7-45a9-8275-fbd21d73ce6f,,,anne rice  gothic fiction  memnoch  devil  categoryvampire novels,The Vampire Chronicles Vampire novels 1995 novels,Anne Rice,Alfred A Knopf
2203,b99df-b85c-4a4a-8be0-46f89634f235,,Little  Brown and Company,brown company  little brown  little brown company  lemony snicket  categoryseries,,Lemony Snicket,
2204,ba45-9ac1-4324-96ca-9da67fdfb101,Science fiction,Science fiction,c clarke  arthur c clarke  arthur c  ten  category1962 short,,,
2205,edf24-306b-4886-b180-b200519d89d7,,Novel,beard  categorynovels set rome  anthony burgess,Novels set in Rome,,
2206,e-8a25-4204-b20d-644438c7711f,Christian literature,,bodley head  nephew  magician  categoryprequel novels  chronicles narnia books,The Chronicles of Narnia books 1950s fantasy novels 1955 novels,C S Lewis,The Bodley Head
2207,d596-bdb8-4bf7-abf3-0e71fb9e6375,Poetry,,poetry  jack kerouac  haikus  categorypoetry jack kerouac  penguin group,Poetry by Jack Kerouac,,Penguin Group
2208,cc-ce5e-408e-852c-9d9111a76c52,Science fiction,Novel Science fiction,genetically  robert heinlein  friday  engineered  henry holt company,,,
2209,d19-452a-bb69-031003ccda80,,,douglas coupland  polaroids  collections douglas coupland  harpercollins canada  collections douglas,1996 short story collections,Douglas Coupland,
2210,f1ef3-3263-409b-be4f-45bc5168781e,,,categorynovels set hertfordshire  jill paton  set hertfordshire,English novels 2002 novels,Jill Paton Walsh,
2211,d52cb4-c6f0-4a44-9f1a-f9d024e93c9d,,,robert heinlein  magic inc  waldo  category1950 short  category1950 short story,Short story collections by Robert A. Heinlein 1950 short story collections,Robert A Heinlein,Doubleday (publisher)
2212,e38839-0d42-4fd8-bf17-e297177295e1,Historical novel,,horror fiction  anne rice  historical novel,Alfred A. Knopf books,Anne Rice,
2213,eefff0-8b84-49a2-b9dc-14666ceeb358,Adventure fiction,,terrible  edgar rice  rice burroughs  edgar rice burroughs  category1921 novels,1921 novels,Edgar Rice Burroughs,A C McClurg
2214,fb23b-33b1-42e5-9c81-0bbb68a9725b,Crime fiction,,james ellroy  category1970s fiction  rover  category1960s fiction  blood,Alfred A. Knopf books Novels by James Ellroy Political fiction 1970s in fiction 21st-century American novels,James Ellroy,Alfred A Knopf
2215,a2-7e3d-40a8-9223-040bff171a9d,Novel,Novel,j m coetzee  m coetzee  j m  disgrace  booker prize winning,Campus novels Man Booker Prize winning works Novels adapted into films Novels set in South Africa,,
2216,df8e6-9829-4bd8-b9f3-931f379d7df4,Novel,,fount  category1901 novels  methuen publishing,1901 novels,,
2217,e89-c995-48f2-9e36-eec7d30d6df0,,,thriller novels  pocket books  dan brown,American thriller novels Techno-thriller novels 2000 novels,Dan Brown,
2218,a098-61e2-404f-b9b6-92b4e16b0a9f,Crime fiction,,crime club  nile  category1937 novels  crime fiction  egypt,Collins Crime Club books Hercule Poirot novels Novels set in Egypt,Agatha Christie,Collins Crime Club
2219,e559e-b9bf-4f31-aef5-828b61ab8291,,Fantasy literature Horror fiction,lisey  fantasy literature  horror fiction  stephen king  category2006 novels,Novels by Stephen King,,Charles Scribner's Sons
2220,ef3f0-4e9e-4e55-8d77-232bf2785248,Science fiction,Novella Science fiction,category1955 short  martian  category1955 short story  way  isaac asimov,Science fiction short story collections by Isaac Asimov,,
2221,e858-4499-af36-fd1e07c4eaf9,Science fiction,Science fiction,robert heinlein  double  categorynovels actors  science fiction  award best novel,American science fiction novels Novels about actors Works originally published in Analog Science Fiction and Fact 1956 novels,,Doubleday (publisher)
2222,bac24d-b3c6-47c6-a8bd-20c7dbac8782,,,category1918 novels  planetary romance  rice burroughs,Martian novels by Edgar Rice Burroughs 1918 novels,,A C McClurg
2223,bae7d0-d439-4bea-ae17-b7e05400edaa,Science fiction,,douglas adams  comic novel  mythology art  art literature  categorynorse mythology art,Fantasy novels Norse mythology in art and literature 1980s fantasy novels 1980s science fiction novels 1988 novels,Douglas Adams,
2224,cb27f2-6a46-44a9-85ee-610a70e94150,Children's literature,Adventure fiction,children literature  korman  watson  jude  vespers,Sequel novels 2011 novels American children's novels,Jude Watson Rick Riordan,Scholastic Corporation
2225,e30e6d-8811-458e-a186-4b3d05b76729,,,bentley publisher  richard bentley publisher  richard bentley  1836  ainsworth,Defunct British literary magazines,,Richard Bentley (publisher)
2226,b7b5d-9998-44cd-b411-eb4109a64633,Adventure fiction Romance (heroic literature),Alternate history Fantasy,heroic literature  romance heroic  romance heroic literature  r r tolkien  r tolkien,J. R. R. Tolkien The Lord of the Rings,,
2227,d6fa6-ce5a-4be6-bab2-420e2cd43917,Adventure fiction,,eccentric  category1900 novels  jules verne  adventure fiction  jules hetzel,Novels by Jules Verne 1900 novels,,
2228,b67da-fd0d-4eb9-9d85-1e419e4fe02e,,,c clarke  arthur c clarke  arthur c  bantam books  planet,,Arthur C Clarke,Bantam Books
2229,ffbccf-61ad-4585-a9f8-9d902793e667,,,rider haggard  h rider haggard  h rider  flower  holy,British fantasy novels British novels Novels set in Colonial Africa 1910s fantasy novels,,Ward Lock & Co
2230,daa56-f2ab-4f8b-84af-2b05dfd815ed,,,k dick  philip k  philip k dick  exegesis  categoryliterary autobiographies,Works by Philip K. Dick,Philip K Dick,
2231,a-cbf5-441d-a0c1-41c4ec0cc59c,,,category2001 short story  arthur c  category2001 short,2001 short story collections,Arthur C Clarke,
2232,acdd-f174-40df-bf37-d29fcaa527e2,,Science fiction Short story,arrive  soon  hope  shall  category1985 short story,,,
2233,a8bdad-e8ef-44c2-8b65-9468621bcfb3,,,movement  winning works  strange,American science fiction novels Hugo Award for Best Novel winning works Novels by Robert A. Heinlein Philosophical novels,,
2234,c6a9b6-1e1e-4ce1-a556-b7b078534de3,Novel,Novel,henry james  chap  knew  maisie  category1897 novels,Works originally published in The Chap-Book 1897 novels 19th-century American novels,Henry James,
2235,cf8570-2caf-4c78-a24c-1046c5b52e4b,Social criticism,,social criticism  charles dickens  dorrit  categorymarshalsea  category1857 novels,English novels Marshalsea Novels by Charles Dickens Victorian novels,,
2236,c99f-145a-4395-a3b8-f260d4630205,Mythopoeia,,silmarillion  mythopoeia  category1977 books  category1970s fantasy  category1970s fantasy novels,Books published posthumously 1970s fantasy novels,J R R Tolkien,
2237,d06-8d3e-4b84-a231-4c51fa4bb9ce,,,category1952 novels  isaac asimov  categoryfoundation universe books,Science fiction novels by Isaac Asimov 1952 novels,,
2238,a942b-7c1f-40d1-873c-78d502c64927,Erotic literature,Erotic literature,erotic literature  sleeping beauty  trilogy,Works published under a pseudonym,,
2239,e7a-12d5-4be3-992f-397cf08bedc4,,Science fiction,mikhail bulgakov  fatal  eggs  categorysoviet science fiction  categorysoviet science,Soviet science fiction novels,,
2240,d62b8-86e8-4201-9f7e-fcb2a56890cc,,Science fantasy,science fantasy  edgar rice  edgar rice burroughs  rice burroughs  carson,American fantasy novels Novels first published in serial form 1939 novels Works originally published in Argosy (magazine),Edgar Rice Burroughs,Edgar Rice Burroughs  Inc
2241,b8-4c15-942e-c3db8af067b4,,,erotica  rice  anne rice  belinda  categoryamerican erotic,Novels by Anne Rice Novels set in California 1986 novels,,
2242,bf23-46d2-b3e8-47fb0e1576b4,,,rye  daily express  published daily express,Novels first published in serial form,Agatha Christie,
2243,a7b196-3f17-4dcd-bcf3-1fe639f59f8b,,Science fiction,philip k  timescape books  divine,Novels by Philip K. Dick,,Simon & Schuster
2244,dbe1d3-2bba-439a-8f0a-d07be03c4a60,,,finger  moving  category1943 novels  crime fiction  published collier weekly,Novels first published in serial form Works originally published in Collier's Weekly,Agatha Christie,
2245,f3a363-68ba-4c58-8357-3da820265b28,Science fiction,Science fiction,summer  categorycryonics  robert heinlein  iii speculative fiction  categoryworld war iii,Hard science fiction Time travel novels 1950s science fiction novels 1957 novels,Robert A Heinlein,Doubleday (publisher)
2246,ddcc6-ec9f-480e-a9a7-59f9e56a6a2d,,Planetary romance,planetary romance  edgar rice  rice burroughs  edgar rice burroughs  category1918 novels,American fantasy novels 1910s fantasy novels Works originally published in Argosy (magazine),Edgar Rice Burroughs,
2247,c888-23af-405e-ac60-dc0d06b0d539,Science fiction,Science fiction,larry niven  brenda  building  cooper  harlequin,Literary collaborations 21st-century American novels,Brenda Cooper,Tor Books
2248,a27-92b2-449a-8387-2672f45f6be8,,Novella,novella  herman melville  sailors  budd  french revolution,Fictional sailors Novels published posthumously Novels set in the French Revolution 1924 novels,Herman Melville,
2249,cc08-426b-4440-82ac-9ab2d6d0f9eb,,Essay Science,eons  counting  isaac asimov  category1983 books  categoryessay collections isaac,Works originally published in The Magazine of Fantasy & Science Fiction,Isaac Asimov,Doubleday (publisher)
2250,c083cf-63cc-4a89-b1fa-774513a87fdf,,,tears  categorygenetic  said,1970s science fiction novels 1974 novels,Philip K Dick,
2251,e0b96b-7b1a-4936-a95f-6f7f61112e02,Romance novel,,english georgian  romance novel  georgette heyer  moth  category1751,British historical novels 1921 novels,,Heinemann (publisher)
2252,c790-9c31-44c5-896e-c41511bb5ead,,,anne rice  category15th  categorynovels set rome  set rome  evil,Novels by Anne Rice Novels set in Rome,Anne Rice,Alfred A Knopf
2253,f02b8-fcbc-4364-b195-47e84c5718c5,Novelization,Adventure fiction Novelization Steampunk,steampunk  league extraordinary  j anderson,,,
2254,d06c1-8f67-4d2a-85a5-33d657f8f2c1,Novella,,categorychristmas  novella  charles dickens  cricket  categoryinsects,Christmas novels Insects in fiction Novels set in London,,
